subject,trial,choice,rt,item_value_0,item_value_1,gaze_0,gaze_1,fixation_count,ndt,difficulty,best_chosen,longest_chosen,value_left_minus_right
6,77,1.0,1369.0,6.0,9.0,0.2458149790763855,0.7541850209236145,2,234.0,3.0,True,True,-3.0
6,78,0.0,6212.0,5.0,8.0,0.654906690120697,0.34509333968162537,6,373.0,3.0,False,True,-3.0
6,79,0.0,3172.0,1.0,4.0,0.41248685121536255,0.5875131487846375,4,321.0,3.0,False,False,-3.0
6,80,0.0,3152.0,6.0,6.0,0.6210179328918457,0.3789820671081543,5,421.0,0.0,True,True,0.0
6,81,0.0,1513.0,4.0,1.0,0.4167363941669464,0.5832635760307312,3,318.0,3.0,True,False,3.0
6,82,0.0,968.0,9.0,5.0,0.3333333432674408,0.6666666865348816,2,191.0,4.0,True,False,4.0
6,83,1.0,5570.0,2.0,4.0,0.4216732084751129,0.5783267617225647,4,227.0,2.0,True,True,-2.0
6,84,0.0,1460.0,9.0,4.0,0.6447688341140747,0.3552311360836029,3,227.0,5.0,True,True,5.0
6,85,0.0,986.0,4.0,5.0,0.31571993231773376,0.6842800378799438,2,229.0,1.0,False,False,-1.0
6,86,1.0,6521.0,5.0,5.0,0.5146511197090149,0.4853488802909851,6,344.0,0.0,False,False,0.0
6,87,0.0,1579.0,8.0,6.0,0.6669090986251831,0.3330909013748169,3,204.0,2.0,True,True,2.0
6,88,0.0,1693.0,2.0,0.0,0.6309278607368469,0.36907216906547546,3,238.0,2.0,True,True,2.0
6,89,0.0,2064.0,8.0,5.0,0.5159867405891418,0.48401322960853577,6,250.0,3.0,True,True,3.0
6,90,0.0,3725.0,6.0,5.0,0.6449825167655945,0.3550175130367279,4,297.0,1.0,True,True,1.0
6,91,0.0,1011.0,8.0,6.0,0.3249686360359192,0.6750313639640808,2,214.0,2.0,True,False,2.0
6,92,1.0,2572.0,5.0,7.0,0.5805484056472778,0.41945159435272217,4,238.0,2.0,True,False,-2.0
6,93,1.0,2047.0,2.0,6.0,0.5799676775932312,0.4200323224067688,4,190.0,4.0,True,False,-4.0
6,94,1.0,4371.0,4.0,3.0,0.3045058250427246,0.6954941749572754,6,243.0,1.0,False,True,1.0
6,95,0.0,4315.0,6.0,6.0,0.686206042766571,0.31379395723342896,5,306.0,0.0,True,True,0.0
6,96,0.0,3592.0,7.0,5.0,0.2711608111858368,0.7288391590118408,4,284.0,2.0,True,False,2.0
6,97,1.0,1045.0,6.0,9.0,0.2692778408527374,0.7307221293449402,2,228.0,3.0,True,True,-3.0
6,98,0.0,2971.0,6.0,5.0,0.2957589328289032,0.7042410969734192,5,283.0,1.0,True,False,1.0
6,99,0.0,3023.0,5.0,8.0,0.45342960953712463,0.5465704202651978,5,253.0,3.0,False,False,-3.0
7,0,1.0,1449.0,7.0,5.0,0.3452611267566681,0.6547389030456543,3,415.0,2.0,False,True,2.0
7,1,1.0,1918.0,6.0,3.0,0.3452807664871216,0.6547192335128784,3,244.0,3.0,False,True,3.0
7,2,0.0,1970.0,5.0,6.0,0.670998215675354,0.329001784324646,4,277.0,1.0,False,True,-1.0
7,3,0.0,1908.0,5.0,4.0,0.4279191195964813,0.5720809102058411,3,375.0,1.0,True,False,1.0
7,4,1.0,1591.0,0.0,4.0,0.3961566984653473,0.6038433313369751,3,238.0,4.0,True,True,-4.0
7,5,0.0,1263.0,5.0,1.0,0.5005015134811401,0.49949848651885986,3,266.0,4.0,True,True,4.0
7,6,0.0,1848.0,5.0,4.0,0.4674054682254791,0.5325945019721985,3,314.0,1.0,True,False,1.0
7,7,0.0,1242.0,6.0,3.0,0.4487704932689667,0.5512295365333557,3,266.0,3.0,True,False,3.0
7,8,0.0,1543.0,5.0,7.0,0.5809061527252197,0.4190938472747803,3,307.0,2.0,False,True,-2.0
7,9,1.0,1719.0,1.0,5.0,0.501474916934967,0.49852508306503296,3,363.0,4.0,True,False,-4.0
7,10,1.0,1504.0,4.0,8.0,0.32226720452308655,0.6777327656745911,2,269.0,4.0,True,True,-4.0
7,11,1.0,2224.0,4.0,5.0,0.6482910513877869,0.35170891880989075,4,410.0,1.0,True,False,-1.0
7,12,0.0,1803.0,6.0,7.0,0.46653279662132263,0.533467173576355,5,309.0,1.0,False,False,-1.0
7,13,0.0,1864.0,3.0,1.0,0.4121706485748291,0.5878293514251709,4,270.0,2.0,True,False,2.0
7,14,1.0,1423.0,7.0,9.0,0.28314393758773804,0.716856062412262,3,367.0,2.0,True,True,-2.0
7,15,0.0,1661.0,3.0,6.0,0.5544401407241821,0.44555985927581787,3,366.0,3.0,False,True,-3.0
7,16,0.0,1423.0,3.0,5.0,0.6434937715530396,0.35650622844696045,3,301.0,2.0,False,True,-2.0
7,17,1.0,2023.0,4.0,5.0,0.42948347330093384,0.5705165266990662,4,300.0,1.0,True,True,-1.0
7,18,1.0,2263.0,7.0,6.0,0.5,0.5,4,271.0,1.0,False,False,1.0
7,19,1.0,2828.0,5.0,7.0,0.6012244820594788,0.39877551794052124,4,378.0,2.0,True,False,-2.0
7,20,1.0,1485.0,1.0,5.0,0.26726457476615906,0.7327354550361633,2,370.0,4.0,True,True,-4.0
7,21,1.0,1584.0,4.0,7.0,0.520096480846405,0.47990354895591736,2,340.0,3.0,True,False,-3.0
7,22,0.0,1302.0,9.0,7.0,0.34093499183654785,0.6590650081634521,2,425.0,2.0,True,False,2.0
7,23,0.0,1544.0,7.0,7.0,0.5078060626983643,0.49219390749931335,3,327.0,0.0,True,True,0.0
7,24,0.0,1930.0,1.0,4.0,0.6940342783927917,0.30596575140953064,3,237.0,3.0,False,True,-3.0
7,25,0.0,2213.0,5.0,3.0,0.5106723308563232,0.48932763934135437,4,339.0,2.0,True,True,2.0
7,26,0.0,1141.0,5.0,5.0,0.3556582033634186,0.6443418264389038,2,275.0,0.0,True,False,0.0
7,27,0.0,2022.0,7.0,7.0,0.527652382850647,0.472347617149353,3,250.0,0.0,True,True,0.0
7,28,0.0,2671.0,3.0,7.0,0.5180283188819885,0.48197171092033386,5,480.0,4.0,False,True,-4.0
7,29,1.0,2963.0,1.0,3.0,0.17565055191516876,0.8243494629859924,4,811.0,2.0,True,True,-2.0
7,30,0.0,1537.0,5.0,6.0,0.5890302062034607,0.4109697937965393,3,279.0,1.0,False,True,-1.0
7,31,1.0,1785.0,6.0,9.0,0.3194909691810608,0.6805090308189392,4,292.0,3.0,True,True,-3.0
7,32,1.0,1972.0,4.0,4.0,0.26596444845199585,0.7340355515480042,4,453.0,0.0,False,True,0.0
7,33,1.0,1331.0,0.0,5.0,0.30993619561195374,0.6900638341903687,2,234.0,5.0,True,True,-5.0
7,34,1.0,2316.0,5.0,6.0,0.4178449511528015,0.5821550488471985,4,265.0,1.0,True,True,-1.0
7,35,0.0,1738.0,5.0,1.0,0.58912593126297,0.41087403893470764,3,285.0,4.0,True,True,4.0
7,36,0.0,1913.0,3.0,3.0,0.6358279585838318,0.3641720712184906,3,216.0,0.0,True,True,0.0
7,37,1.0,1337.0,7.0,9.0,0.25456205010414124,0.7454379796981812,2,241.0,2.0,True,True,-2.0
7,38,0.0,1712.0,4.0,0.0,0.6395267844200134,0.3604732155799866,3,275.0,4.0,True,True,4.0
7,39,1.0,1296.0,3.0,5.0,0.3415794372558594,0.6584205627441406,2,245.0,2.0,True,True,-2.0
7,40,0.0,3182.0,9.0,9.0,0.6825891137123108,0.3174108564853668,5,293.0,0.0,True,True,0.0
7,41,1.0,3189.0,0.0,0.0,0.32347825169563293,0.6765217185020447,4,889.0,0.0,False,True,0.0
7,42,0.0,1557.0,7.0,5.0,0.46960484981536865,0.5303951501846313,4,241.0,2.0,True,False,2.0
7,43,0.0,1187.0,8.0,3.0,0.8338834047317505,0.1661166101694107,2,278.0,5.0,True,True,5.0
7,44,1.0,2156.0,4.0,4.0,0.5366754531860352,0.46332454681396484,4,261.0,0.0,False,False,0.0
7,45,1.0,1550.0,5.0,5.0,0.25418326258659363,0.745816707611084,2,295.0,0.0,False,True,0.0
7,46,1.0,1320.0,4.0,5.0,0.27855151891708374,0.7214484810829163,2,243.0,1.0,True,True,-1.0
7,47,0.0,1260.0,3.0,1.0,0.4598393440246582,0.5401606559753418,3,264.0,2.0,True,False,2.0
7,48,1.0,1175.0,4.0,5.0,0.2581395208835602,0.7418604493141174,2,315.0,1.0,True,True,-1.0
7,49,0.0,1632.0,5.0,4.0,0.4557522237300873,0.5442478060722351,3,276.0,1.0,True,False,1.0
7,50,0.0,1020.0,5.0,5.0,0.44562333822250366,0.5543766617774963,3,266.0,0.0,True,False,0.0
7,51,0.0,2123.0,7.0,5.0,0.5003138780593872,0.4996861219406128,4,530.0,2.0,True,True,2.0
7,52,1.0,1176.0,1.0,5.0,0.2907949686050415,0.7092050313949585,2,220.0,4.0,True,True,-4.0
7,53,0.0,2459.0,10.0,9.0,0.8558517694473267,0.14414821565151215,3,246.0,1.0,True,True,1.0
7,54,0.0,1547.0,7.0,5.0,0.6463320255279541,0.3536679446697235,3,252.0,2.0,True,True,2.0
7,55,0.0,1629.0,5.0,7.0,0.47829341888427734,0.5217065811157227,4,293.0,2.0,False,False,-2.0
7,56,1.0,2540.0,5.0,7.0,0.5726218223571777,0.42737817764282227,5,385.0,2.0,True,False,-2.0
7,57,1.0,1896.0,0.0,4.0,0.32874828577041626,0.6712517142295837,3,442.0,4.0,True,True,-4.0
7,58,1.0,2124.0,6.0,6.0,0.18896320462226868,0.8110367655754089,2,330.0,0.0,False,True,0.0
7,59,0.0,1293.0,10.0,6.0,0.7126325964927673,0.28736740350723267,3,256.0,4.0,True,True,4.0
7,60,0.0,2157.0,4.0,2.0,0.4619535803794861,0.5380464196205139,5,304.0,2.0,True,False,2.0
7,61,1.0,1678.0,4.0,6.0,0.4204045832157135,0.5795954465866089,3,541.0,2.0,True,True,-2.0
7,62,0.0,1370.0,7.0,4.0,0.42114537954330444,0.5788546204566956,3,235.0,3.0,True,False,3.0
7,63,1.0,2575.0,5.0,5.0,0.3948458433151245,0.6051541566848755,5,402.0,0.0,False,True,0.0
7,64,1.0,2938.0,3.0,4.0,0.5458276271820068,0.45417237281799316,4,745.0,1.0,True,False,-1.0
7,65,0.0,1584.0,4.0,4.0,0.6179941296577454,0.382005900144577,3,228.0,0.0,True,True,0.0
7,66,1.0,1114.0,6.0,8.0,0.22690992057323456,0.7730900645256042,2,237.0,2.0,True,True,-2.0
7,67,0.0,1318.0,5.0,4.0,0.6277014017105103,0.37229862809181213,3,300.0,1.0,True,True,1.0
7,68,1.0,1366.0,5.0,7.0,0.16981132328510284,0.8301886916160583,3,306.0,2.0,True,True,-2.0
7,69,0.0,1285.0,4.0,1.0,0.6156316995620728,0.38436830043792725,3,351.0,3.0,True,True,3.0
7,70,0.0,1366.0,4.0,0.0,0.6082677245140076,0.39173227548599243,3,350.0,4.0,True,True,4.0
7,71,0.0,1640.0,5.0,6.0,0.5413127541542053,0.4586872458457947,5,345.0,1.0,False,True,-1.0
7,72,0.0,2066.0,1.0,4.0,0.4870167374610901,0.5129832625389099,4,333.0,3.0,False,False,-3.0
7,73,1.0,1558.0,6.0,7.0,0.36854279041290283,0.6314572095870972,3,261.0,1.0,True,True,-1.0
7,74,0.0,2300.0,5.0,4.0,0.5656360983848572,0.4343639016151428,4,327.0,1.0,True,True,1.0
7,75,1.0,1576.0,1.0,5.0,0.33873456716537476,0.6612654328346252,3,280.0,4.0,True,True,-4.0
7,76,1.0,1101.0,7.0,7.0,0.46549707651138306,0.5345029234886169,3,246.0,0.0,False,True,0.0
7,77,1.0,3419.0,5.0,5.0,0.2715584933757782,0.7284415364265442,5,230.0,0.0,False,True,0.0
7,78,1.0,2651.0,6.0,5.0,0.28254109621047974,0.7174589037895203,5,400.0,1.0,False,True,1.0
7,79,1.0,2587.0,2.0,7.0,0.5079726576805115,0.4920273423194885,4,392.0,5.0,True,False,-5.0
7,80,1.0,2975.0,4.0,4.0,0.4135849177837372,0.5864151120185852,5,325.0,0.0,False,True,0.0
7,81,1.0,2090.0,1.0,5.0,0.4559151828289032,0.5440848469734192,5,298.0,4.0,True,True,-4.0
7,82,0.0,1473.0,6.0,1.0,0.599452555179596,0.40054744482040405,3,377.0,5.0,True,True,5.0
7,83,0.0,1682.0,10.0,7.0,0.5566642880439758,0.44333571195602417,3,279.0,3.0,True,True,3.0
7,84,1.0,1209.0,3.0,8.0,0.18421052396297455,0.8157894611358643,2,259.0,5.0,True,True,-5.0
7,85,0.0,1461.0,5.0,1.0,0.5175585150718689,0.4824414849281311,3,265.0,4.0,True,True,4.0
7,86,1.0,1265.0,1.0,3.0,0.17635467648506165,0.823645293712616,2,250.0,2.0,True,True,-2.0
7,87,1.0,2135.0,1.0,6.0,0.44485750794410706,0.5551425218582153,4,521.0,5.0,True,True,-5.0
7,88,1.0,1124.0,1.0,4.0,0.20342856645584106,0.7965714335441589,2,249.0,3.0,True,True,-3.0
7,89,1.0,1500.0,5.0,5.0,0.2098865509033203,0.7901134490966797,2,266.0,0.0,False,True,0.0
7,90,1.0,1615.0,5.0,10.0,0.426676481962204,0.5733234882354736,4,258.0,5.0,True,True,-5.0
7,91,1.0,1181.0,4.0,5.0,0.19210246205329895,0.8078975677490234,2,244.0,1.0,True,True,-1.0
7,92,1.0,1523.0,5.0,10.0,0.32698962092399597,0.6730104088783264,3,367.0,5.0,True,True,-5.0
7,93,0.0,2642.0,5.0,3.0,0.6163811087608337,0.38361889123916626,4,249.0,2.0,True,True,2.0
7,94,0.0,1521.0,6.0,1.0,0.6147757172584534,0.38522428274154663,3,384.0,5.0,True,True,5.0
7,95,1.0,3612.0,2.0,4.0,0.4212685525417328,0.5787314772605896,6,443.0,2.0,True,True,-2.0
7,96,1.0,1363.0,4.0,5.0,0.18340164422988892,0.8165983557701111,2,387.0,1.0,True,True,-1.0
7,97,0.0,1533.0,5.0,4.0,0.661776065826416,0.338223934173584,3,238.0,1.0,True,True,1.0
7,98,1.0,1320.0,3.0,6.0,0.30020079016685486,0.6997991800308228,2,324.0,3.0,True,True,-3.0
7,99,0.0,1812.0,6.0,5.0,0.4636628031730652,0.5363371968269348,4,436.0,1.0,True,False,1.0
8,0,0.0,1991.0,4.0,2.0,0.6001178026199341,0.3998822271823883,3,293.0,2.0,True,True,2.0
8,1,1.0,1813.0,2.0,6.0,0.51953125,0.48046875,4,277.0,4.0,True,False,-4.0
8,2,1.0,2099.0,1.0,3.0,0.5105908513069153,0.4894091486930847,4,305.0,2.0,True,False,-2.0
8,3,0.0,833.0,5.0,1.0,0.6534482836723328,0.34655171632766724,2,253.0,4.0,True,True,4.0
8,4,0.0,1612.0,3.0,0.0,0.5887988209724426,0.4112011790275574,3,255.0,3.0,True,True,3.0
8,5,1.0,1402.0,2.0,3.0,0.5088028311729431,0.4911971688270569,3,266.0,1.0,True,False,-1.0
8,6,0.0,1655.0,3.0,0.0,0.5069191455841064,0.49308085441589355,3,282.0,3.0,True,True,3.0
8,7,1.0,2123.0,2.0,2.0,0.619956374168396,0.380043625831604,4,289.0,0.0,False,False,0.0
8,8,0.0,1239.0,3.0,3.0,0.46932515501976013,0.5306748747825623,3,261.0,0.0,True,False,0.0
8,9,1.0,1462.0,2.0,4.0,0.49958157539367676,0.5004184246063232,3,267.0,2.0,True,True,-2.0
8,10,0.0,1514.0,5.0,0.0,0.4996078312397003,0.5003921389579773,3,239.0,5.0,True,False,5.0
8,11,1.0,1512.0,3.0,6.0,0.44223108887672424,0.5577689409255981,2,257.0,3.0,True,True,-3.0
8,12,0.0,1373.0,5.0,5.0,0.5086758136749268,0.49132418632507324,3,278.0,0.0,True,True,0.0
8,13,1.0,1360.0,0.0,4.0,0.5367441773414612,0.4632558226585388,2,285.0,4.0,True,False,-4.0
8,14,0.0,2498.0,6.0,6.0,0.7566711902618408,0.24332880973815918,3,287.0,0.0,True,True,0.0
8,15,0.0,1269.0,4.0,0.0,0.38297873735427856,0.6170212626457214,3,235.0,4.0,True,False,4.0
8,16,1.0,4295.0,0.0,0.0,0.521871030330658,0.47812893986701965,6,340.0,0.0,False,False,0.0
8,17,0.0,1389.0,5.0,4.0,0.5008944272994995,0.4991055428981781,3,271.0,1.0,True,True,1.0
8,18,0.0,988.0,6.0,2.0,0.578599750995636,0.4214002788066864,2,231.0,4.0,True,True,4.0
8,19,1.0,1165.0,1.0,4.0,0.4002229571342468,0.5997770428657532,2,268.0,3.0,True,True,-3.0
8,20,0.0,939.0,7.0,4.0,0.7421203255653381,0.2578796446323395,2,241.0,3.0,True,True,3.0
8,21,0.0,1451.0,6.0,3.0,0.6548442840576172,0.3451557159423828,3,295.0,3.0,True,True,3.0
8,22,0.0,2815.0,4.0,4.0,0.5599198341369629,0.4400801658630371,5,320.0,0.0,True,True,0.0
8,23,1.0,1823.0,0.0,2.0,0.6203174591064453,0.3796825408935547,3,248.0,2.0,True,False,-2.0
8,24,0.0,942.0,6.0,3.0,0.47346368432044983,0.5265362858772278,2,226.0,3.0,True,False,3.0
8,25,1.0,2146.0,2.0,6.0,0.5385887622833252,0.4614112377166748,4,332.0,4.0,True,False,-4.0
8,26,0.0,761.0,7.0,4.0,0.7779850959777832,0.222014918923378,2,225.0,3.0,True,True,3.0
8,27,1.0,2818.0,2.0,1.0,0.31242650747299194,0.6875734925270081,4,267.0,1.0,False,True,1.0
8,28,1.0,1256.0,1.0,4.0,0.48119574785232544,0.5188042521476746,3,219.0,3.0,True,True,-3.0
8,29,0.0,1905.0,5.0,3.0,0.6919856667518616,0.3080143630504608,3,233.0,2.0,True,True,2.0
8,30,0.0,953.0,6.0,3.0,0.6951048970222473,0.3048951029777527,2,238.0,3.0,True,True,3.0
8,31,0.0,1375.0,0.0,0.0,0.36883804202079773,0.6311619877815247,3,239.0,0.0,True,False,0.0
8,32,1.0,1029.0,0.0,3.0,0.5997490882873535,0.40025094151496887,2,232.0,3.0,True,False,-3.0
8,33,0.0,1284.0,2.0,1.0,0.35334646701812744,0.6466535329818726,3,268.0,1.0,True,False,1.0
8,34,0.0,965.0,6.0,2.0,0.5165467858314514,0.48345324397087097,3,270.0,4.0,True,True,4.0
8,35,0.0,1351.0,2.0,3.0,0.5925581455230713,0.4074418544769287,3,276.0,1.0,False,True,-1.0
8,36,0.0,1728.0,5.0,2.0,0.5752577185630798,0.42474228143692017,3,273.0,3.0,True,True,3.0
8,37,1.0,2412.0,1.0,4.0,0.5140712857246399,0.4859287142753601,4,280.0,3.0,True,False,-3.0
8,38,0.0,970.0,6.0,5.0,0.8565279841423035,0.14347201585769653,2,273.0,1.0,True,True,1.0
8,39,0.0,1162.0,4.0,4.0,0.7677946090698242,0.2322053611278534,2,305.0,0.0,True,True,0.0
8,40,0.0,1822.0,8.0,6.0,0.7892998456954956,0.2107001394033432,3,308.0,2.0,True,True,2.0
8,41,0.0,1355.0,5.0,5.0,0.6076778769493103,0.3923220932483673,3,287.0,0.0,True,True,0.0
8,42,0.0,1388.0,4.0,0.0,0.5091241002082825,0.49087589979171753,3,292.0,4.0,True,True,4.0
8,43,0.0,1376.0,4.0,2.0,0.6182648539543152,0.3817351460456848,3,281.0,2.0,True,True,2.0
8,44,1.0,1049.0,3.0,1.0,0.5471923351287842,0.45280763506889343,2,212.0,2.0,False,False,2.0
8,45,0.0,1101.0,3.0,2.0,0.5373317003250122,0.4626682996749878,3,284.0,1.0,True,True,1.0
8,46,0.0,1896.0,6.0,3.0,0.7216233611106873,0.27837666869163513,3,319.0,3.0,True,True,3.0
8,47,1.0,1273.0,1.0,2.0,0.36044177412986755,0.6395582556724548,2,277.0,1.0,True,True,-1.0
8,48,0.0,1351.0,0.0,0.0,0.5592904090881348,0.4407096207141876,3,280.0,0.0,True,True,0.0
8,49,0.0,1417.0,5.0,2.0,0.5792253613471985,0.4207746386528015,3,281.0,3.0,True,True,3.0
8,50,0.0,2267.0,0.0,3.0,0.7430417537689209,0.2569582462310791,3,255.0,3.0,False,True,-3.0
8,51,1.0,1217.0,3.0,0.0,0.43736952543258667,0.5626304745674133,2,259.0,3.0,False,True,3.0
8,52,1.0,1240.0,1.0,6.0,0.4779874086380005,0.5220125913619995,3,286.0,5.0,True,True,-5.0
8,53,1.0,1578.0,6.0,5.0,0.5946583151817322,0.4053417146205902,3,305.0,1.0,False,False,1.0
8,54,0.0,1392.0,2.0,1.0,0.5453744530677795,0.45462554693222046,3,257.0,1.0,True,True,1.0
8,55,0.0,1147.0,4.0,0.0,0.4536082446575165,0.5463917255401611,3,274.0,4.0,True,False,4.0
8,56,0.0,903.0,4.0,0.0,0.696509838104248,0.30349013209342957,2,244.0,4.0,True,True,4.0
8,57,1.0,2340.0,0.0,1.0,0.4506627321243286,0.5493372678756714,4,303.0,1.0,True,True,-1.0
8,58,0.0,2217.0,4.0,2.0,0.7938891649246216,0.20611082017421722,3,286.0,2.0,True,True,2.0
8,59,0.0,1348.0,3.0,2.0,0.620620608329773,0.37937939167022705,3,349.0,1.0,True,True,1.0
8,60,0.0,1347.0,3.0,0.0,0.3461909294128418,0.6538090705871582,2,310.0,3.0,True,False,3.0
8,61,1.0,1235.0,6.0,3.0,0.5727459192276001,0.4272541105747223,3,259.0,3.0,False,False,3.0
8,62,1.0,1263.0,3.0,6.0,0.2648261785507202,0.7351738214492798,2,285.0,3.0,True,True,-3.0
8,63,0.0,1133.0,2.0,1.0,0.5244922637939453,0.4755077660083771,3,296.0,1.0,True,True,1.0
8,64,0.0,1049.0,4.0,6.0,0.5282308459281921,0.4717691242694855,3,252.0,2.0,False,True,-2.0
8,65,1.0,759.0,4.0,6.0,0.47887325286865234,0.5211267471313477,2,262.0,2.0,True,True,-2.0
8,66,0.0,1070.0,3.0,0.0,0.5011933445930481,0.4988066852092743,3,232.0,3.0,True,True,3.0
8,67,0.0,1440.0,6.0,4.0,0.5964757800102234,0.4035242199897766,3,305.0,2.0,True,True,2.0
8,68,0.0,785.0,6.0,5.0,0.65444016456604,0.34555983543395996,2,267.0,1.0,True,True,1.0
8,69,1.0,1102.0,1.0,6.0,0.38112306594848633,0.6188769340515137,2,265.0,5.0,True,True,-5.0
8,70,0.0,1001.0,4.0,0.0,0.47159841656684875,0.5284016132354736,3,244.0,4.0,True,False,4.0
8,71,0.0,1702.0,6.0,3.0,0.7870239615440369,0.21297602355480194,3,284.0,3.0,True,True,3.0
8,72,0.0,1929.0,2.0,0.0,0.5478901267051697,0.45210984349250793,3,436.0,2.0,True,True,2.0
8,73,1.0,1405.0,2.0,5.0,0.4033391773700714,0.5966607928276062,2,267.0,3.0,True,True,-3.0
8,74,0.0,1496.0,7.0,5.0,0.7035507559776306,0.296449214220047,3,285.0,2.0,True,True,2.0
8,75,1.0,931.0,2.0,5.0,0.5589970350265503,0.4410029351711273,2,253.0,3.0,True,False,-3.0
8,76,1.0,1168.0,0.0,1.0,0.46798601746559143,0.5320139527320862,3,309.0,1.0,True,True,-1.0
8,77,0.0,1385.0,0.0,0.0,0.707916259765625,0.2920837104320526,2,286.0,0.0,True,True,0.0
8,78,1.0,1408.0,2.0,5.0,0.6264705657958984,0.3735294044017792,3,388.0,3.0,True,False,-3.0
8,79,1.0,1153.0,0.0,3.0,0.4443207085132599,0.5556792616844177,2,255.0,3.0,True,True,-3.0
8,80,1.0,2152.0,2.0,3.0,0.5218102335929871,0.47818973660469055,4,318.0,1.0,True,False,-1.0
8,81,0.0,1860.0,5.0,3.0,0.6573476791381836,0.3426523208618164,3,465.0,2.0,True,True,2.0
8,82,0.0,1077.0,2.0,0.0,0.487775057554245,0.5122249126434326,3,259.0,2.0,True,False,2.0
8,83,1.0,899.0,0.0,3.0,0.6367781162261963,0.3632218837738037,2,241.0,3.0,True,False,-3.0
8,84,0.0,951.0,8.0,9.0,0.6238244771957397,0.37617555260658264,2,313.0,1.0,False,True,-1.0
8,85,0.0,1165.0,4.0,2.0,0.2902374565601349,0.7097625136375427,2,407.0,2.0,True,False,2.0
8,86,1.0,972.0,3.0,5.0,0.5440729260444641,0.4559270441532135,3,314.0,2.0,True,False,-2.0
8,87,1.0,858.0,3.0,4.0,0.5509499311447144,0.44905009865760803,2,279.0,1.0,True,False,-1.0
8,88,0.0,1327.0,1.0,2.0,0.43543827533721924,0.5645617246627808,3,266.0,1.0,False,False,-1.0
8,89,1.0,1202.0,3.0,2.0,0.40778687596321106,0.5922130942344666,2,226.0,1.0,False,True,1.0
8,90,0.0,1037.0,3.0,6.0,0.43360432982444763,0.56639564037323,3,299.0,3.0,False,False,-3.0
8,91,0.0,1539.0,6.0,5.0,0.6671974658966064,0.33280253410339355,3,283.0,1.0,True,True,1.0
8,92,0.0,890.0,6.0,2.0,0.7912317514419556,0.20876826345920563,2,411.0,4.0,True,True,4.0
8,93,0.0,1545.0,5.0,4.0,0.6404174566268921,0.3595825433731079,3,491.0,1.0,True,True,1.0
8,94,1.0,946.0,3.0,4.0,0.4121122658252716,0.5878877639770508,2,269.0,1.0,True,True,-1.0
8,95,1.0,935.0,0.0,5.0,0.8287197351455688,0.17128027975559235,2,357.0,5.0,True,False,-5.0
8,96,1.0,870.0,4.0,5.0,0.7934027910232544,0.2065972238779068,2,294.0,1.0,True,False,-1.0
8,97,0.0,844.0,6.0,9.0,0.638146162033081,0.36185383796691895,2,283.0,3.0,False,True,-3.0
8,98,1.0,1090.0,1.0,2.0,0.37266355752944946,0.6273364424705505,2,234.0,1.0,True,True,-1.0
8,99,1.0,784.0,1.0,5.0,0.702602207660675,0.29739776253700256,2,246.0,4.0,True,False,-4.0
9,0,1.0,2882.0,6.0,2.0,0.5470119714736938,0.45298805832862854,5,372.0,4.0,False,False,4.0
9,1,0.0,1675.0,3.0,0.0,0.5296580791473389,0.4703419506549835,3,242.0,3.0,True,True,3.0
9,2,0.0,2113.0,9.0,7.0,0.8304904103279114,0.16950958967208862,2,237.0,2.0,True,True,2.0
9,3,1.0,4144.0,4.0,3.0,0.39649680256843567,0.6035031676292419,5,376.0,1.0,False,True,1.0
9,4,1.0,2248.0,3.0,5.0,0.30005016922950745,0.6999498009681702,3,255.0,2.0,True,True,-2.0
9,5,0.0,3736.0,3.0,5.0,0.5194957256317139,0.48050424456596375,4,325.0,2.0,False,True,-2.0
9,6,0.0,1532.0,8.0,5.0,0.6497346758842468,0.35026535391807556,2,213.0,3.0,True,True,3.0
9,7,1.0,3383.0,7.0,6.0,0.46823379397392273,0.5317661762237549,5,235.0,1.0,False,True,1.0
9,8,1.0,1926.0,7.0,8.0,0.5185873508453369,0.4814126491546631,3,312.0,1.0,True,False,-1.0
9,9,1.0,1577.0,6.0,8.0,0.47148290276527405,0.5285171270370483,3,262.0,2.0,True,True,-2.0
9,10,1.0,1843.0,3.0,7.0,0.4815521538257599,0.5184478163719177,3,271.0,4.0,True,True,-4.0
9,11,1.0,2910.0,3.0,7.0,0.492664098739624,0.507335901260376,5,320.0,4.0,True,True,-4.0
9,12,1.0,3920.0,7.0,4.0,0.45639535784721375,0.5436046719551086,6,480.0,3.0,False,True,3.0
9,13,1.0,2378.0,4.0,8.0,0.2997075915336609,0.7002924084663391,3,326.0,4.0,True,True,-4.0
9,14,1.0,2078.0,4.0,7.0,0.3287671208381653,0.6712328791618347,3,326.0,3.0,True,True,-3.0
9,15,0.0,1306.0,7.0,3.0,0.716856062412262,0.28314393758773804,2,250.0,4.0,True,True,4.0
9,16,1.0,931.0,7.0,10.0,0.427142858505249,0.572857141494751,2,231.0,3.0,True,True,-3.0
9,17,0.0,2107.0,7.0,7.0,0.5374449491500854,0.46255508065223694,3,291.0,0.0,True,True,0.0
9,18,1.0,1289.0,6.0,8.0,0.3847637474536896,0.6152362823486328,2,252.0,2.0,True,True,-2.0
9,19,1.0,3696.0,6.0,8.0,0.5588416457176208,0.44115835428237915,5,450.0,2.0,True,False,-2.0
