"","trial","rating1","rating2","rating3","roirating","rt","chosenrating","subject","eventduration","fix_num","choice1","choice2","choice3","leftroi","middleroi","rightroi","num_fixations","rev_fix_num"
"2812",92,2,5,3,3,6130,3,7,2332,2,0,0,1,0,0,1,4,3
"2813",92,2,5,3,5,6130,3,7,2054,3,0,0,1,0,1,0,4,2
"2814",92,2,5,3,3,6130,3,7,399,4,0,0,1,0,0,1,4,1
"2815",93,4,6,2,6,10337,6,7,2731,1,0,1,0,0,1,0,5,5
"2816",93,4,6,2,4,10337,6,7,2492,2,0,1,0,1,0,0,5,4
"2817",93,4,6,2,2,10337,6,7,1974,3,0,1,0,0,0,1,5,3
"2818",93,4,6,2,4,10337,6,7,2172,4,0,1,0,1,0,0,5,2
"2819",93,4,6,2,6,10337,6,7,518,5,0,1,0,0,1,0,5,1
"2820",94,2,1,7,1,3597,7,7,1574,1,0,0,1,0,1,0,3,3
"2821",94,2,1,7,2,3597,7,7,1177,2,0,0,1,1,0,0,3,2
"2822",94,2,1,7,7,3597,7,7,497,3,0,0,1,0,0,1,3,1
"2823",95,5,2,4,2,8579,5,7,1853,1,1,0,0,0,1,0,5,5
"2824",95,5,2,4,4,8579,5,7,1395,2,1,0,0,0,0,1,5,4
"2825",95,5,2,4,5,8579,5,7,2731,3,1,0,0,1,0,0,5,3
"2826",95,5,2,4,2,8579,5,7,1338,4,1,0,0,0,1,0,5,2
"2827",95,5,2,4,5,8579,5,7,379,5,1,0,0,1,0,0,5,1
"2828",96,4,1,5,4,1511,5,7,198,1,0,0,1,1,0,0,4,4
"2829",96,4,1,5,5,1511,5,7,598,2,0,0,1,0,0,1,4,3
"2830",96,4,1,5,4,1511,5,7,219,3,0,0,1,1,0,0,4,2
"2831",96,4,1,5,5,1511,5,7,89,4,0,0,1,0,0,1,4,1
"2832",97,2,4,1,4,6263,2,7,1434,1,1,0,0,0,1,0,8,8
"2833",97,2,4,1,2,6263,2,7,579,2,1,0,0,1,0,0,8,7
"2834",97,2,4,1,1,6263,2,7,180,3,1,0,0,0,0,1,8,6
"2835",97,2,4,1,2,6263,2,7,1816,4,1,0,0,1,0,0,8,5
"2836",97,2,4,1,1,6263,2,7,1035,5,1,0,0,0,0,1,8,4
"2837",97,2,4,1,2,6263,2,7,380,6,1,0,0,1,0,0,8,3
"2838",97,2,4,1,1,6263,2,7,180,7,1,0,0,0,0,1,8,2
"2839",97,2,4,1,2,6263,2,7,163,8,1,0,0,1,0,0,8,1
"2840",98,2,4,5,2,6588,5,7,717,1,0,0,1,1,0,0,6,6
"2841",98,2,4,5,5,6588,5,7,558,2,0,0,1,0,0,1,6,5
"2842",98,2,4,5,4,6588,5,7,1893,3,0,0,1,0,1,0,6,4
"2843",98,2,4,5,5,6588,5,7,836,4,0,0,1,0,0,1,6,3
"2844",98,2,4,5,2,6588,5,7,1380,5,0,0,1,1,0,0,6,2
"2845",98,2,4,5,5,6588,5,7,141,6,0,0,1,0,0,1,6,1
"2846",99,5,3,2,3,4335,3,7,1336,1,0,1,0,0,1,0,6,6
"2847",99,5,3,2,5,4335,3,7,758,2,0,1,0,1,0,0,6,5
"2848",99,5,3,2,2,4335,3,7,239,3,0,1,0,0,0,1,6,4
"2849",99,5,3,2,5,4335,3,7,418,4,0,1,0,1,0,0,6,3
"2850",99,5,3,2,2,4335,3,7,599,5,0,1,0,0,0,1,6,2
"2851",99,5,3,2,3,4335,3,7,339,6,0,1,0,0,1,0,6,1
"2852",100,4,6,2,4,1438,6,7,577,1,0,1,0,1,0,0,3,3
"2853",100,4,6,2,6,1438,6,7,459,2,0,1,0,0,1,0,3,2
"2854",100,4,6,2,2,1438,6,7,81,3,0,1,0,0,0,1,3,1
"2855",1,2,3,4,4,2655,4,8,418,1,0,0,1,0,0,1,5,5
"2856",1,2,3,4,2,2655,4,8,298,2,0,0,1,1,0,0,5,4
"2857",1,2,3,4,3,2655,4,8,538,3,0,0,1,0,1,0,5,3
"2858",1,2,3,4,4,2655,4,8,856,4,0,0,1,0,0,1,5,2
"2859",1,2,3,4,2,2655,4,8,140,5,0,0,1,1,0,0,5,1
"2860",2,2,5,7,5,2984,7,8,418,1,0,0,1,0,1,0,5,5
"2861",2,2,5,7,2,2984,7,8,558,2,0,0,1,1,0,0,5,4
"2862",2,2,5,7,7,2984,7,8,658,3,0,0,1,0,0,1,5,3
"2863",2,2,5,7,5,2984,7,8,619,4,0,0,1,0,1,0,5,2
"2864",2,2,5,7,7,2984,7,8,340,5,0,0,1,0,0,1,5,1
"2865",3,6,4,1,4,6643,4,8,578,1,0,1,0,0,1,0,8,8
"2866",3,6,4,1,6,6643,4,8,817,2,0,1,0,1,0,0,8,7
"2867",3,6,4,1,1,6643,4,8,518,3,0,1,0,0,0,1,8,6
"2868",3,6,4,1,4,6643,4,8,658,4,0,1,0,0,1,0,8,5
"2869",3,6,4,1,6,6643,4,8,758,5,0,1,0,1,0,0,8,4
"2870",3,6,4,1,4,6643,4,8,518,6,0,1,0,0,1,0,8,3
"2871",3,6,4,1,6,6643,4,8,1595,7,0,1,0,1,0,0,8,2
"2872",3,6,4,1,4,6643,4,8,697,8,0,1,0,0,1,0,8,1
"2873",4,3,5,2,3,1544,3,8,259,1,1,0,0,1,0,0,3,3
"2874",4,3,5,2,2,1544,3,8,438,2,1,0,0,0,0,1,3,2
"2875",4,3,5,2,5,1544,3,8,379,3,1,0,0,0,1,0,3,1
"2876",5,4,2,7,4,4962,4,8,559,1,1,0,0,1,0,0,6,6
"2877",5,4,2,7,7,4962,4,8,717,2,1,0,0,0,0,1,6,5
"2878",5,4,2,7,2,4962,4,8,897,3,1,0,0,0,1,0,6,4
"2879",5,4,2,7,4,4962,4,8,1057,4,1,0,0,1,0,0,6,3
"2880",5,4,2,7,7,4962,4,8,976,5,1,0,0,0,0,1,6,2
"2881",5,4,2,7,4,4962,4,8,319,6,1,0,0,1,0,0,6,1
"2882",6,5,1,4,1,1080,5,8,179,1,1,0,0,0,1,0,3,3
"2883",6,5,1,4,5,1080,5,8,579,2,1,0,0,1,0,0,3,2
"2884",6,5,1,4,4,1080,5,8,20,3,1,0,0,0,0,1,3,1
"2885",7,4,2,3,4,1911,4,8,479,1,1,0,0,1,0,0,4,4
"2886",7,4,2,3,3,1911,4,8,278,2,1,0,0,0,0,1,4,3
"2887",7,4,2,3,2,1911,4,8,419,3,1,0,0,0,1,0,4,2
"2888",7,4,2,3,4,1911,4,8,379,4,1,0,0,1,0,0,4,1
"2889",8,2,4,6,4,2867,4,8,439,1,0,1,0,0,1,0,4,4
"2890",8,2,4,6,2,2867,4,8,319,2,0,1,0,1,0,0,4,3
"2891",8,2,4,6,6,2867,4,8,419,3,0,1,0,0,0,1,4,2
"2892",8,2,4,6,4,2867,4,8,1315,4,0,1,0,0,1,0,4,1
"2893",9,7,2,6,6,2682,7,8,240,1,1,0,0,0,0,1,5,5
"2894",9,7,2,6,7,2682,7,8,218,2,1,0,0,1,0,0,5,4
"2895",9,7,2,6,6,2682,7,8,658,3,1,0,0,0,0,1,5,3
"2896",9,7,2,6,2,2682,7,8,677,4,1,0,0,0,1,0,5,2
"2897",9,7,2,6,7,2682,7,8,379,5,1,0,0,1,0,0,5,1
"2898",10,3,6,4,3,2517,3,8,239,1,1,0,0,1,0,0,4,4
"2899",10,3,6,4,4,2517,3,8,917,2,1,0,0,0,0,1,4,3
"2900",10,3,6,4,6,2517,3,8,106,3,1,0,0,0,1,0,4,2
"2901",10,3,6,4,3,2517,3,8,680,4,1,0,0,1,0,0,4,1
"2902",11,4,2,3,2,2496,2,8,439,1,0,1,0,0,1,0,4,4
"2903",11,4,2,3,3,2496,2,8,698,2,0,1,0,0,0,1,4,3
"2904",11,4,2,3,4,2496,2,8,358,3,0,1,0,1,0,0,4,2
"2905",11,4,2,3,2,2496,2,8,599,4,0,1,0,0,1,0,4,1
"2906",12,3,2,4,2,3566,4,8,298,1,0,0,1,0,1,0,6,6
"2907",12,3,2,4,3,3566,4,8,339,2,0,0,1,1,0,0,6,5
"2908",12,3,2,4,4,3566,4,8,339,3,0,0,1,0,0,1,6,4
"2909",12,3,2,4,2,3566,4,8,915,4,0,0,1,0,1,0,6,3
"2910",12,3,2,4,4,3566,4,8,737,5,0,0,1,0,0,1,6,2
"2911",12,3,2,4,3,3566,4,8,259,6,0,0,1,1,0,0,6,1
"2912",13,4,2,6,4,3264,6,8,617,1,0,0,1,1,0,0,3,3
"2913",13,4,2,6,2,3264,6,8,418,2,0,0,1,0,1,0,3,2
"2914",13,4,2,6,6,3264,6,8,1714,3,0,0,1,0,0,1,3,1
"2915",14,6,3,1,3,2860,3,8,1315,1,0,1,0,0,1,0,4,4
"2916",14,6,3,1,6,2860,3,8,399,2,0,1,0,1,0,0,4,3
"2917",14,6,3,1,1,2860,3,8,418,3,0,1,0,0,0,1,4,2
"2918",14,6,3,1,3,2860,3,8,339,4,0,1,0,0,1,0,4,1
"2919",15,2,3,5,2,3379,3,8,278,1,0,1,0,1,0,0,6,6
"2920",15,2,3,5,5,3379,3,8,518,2,0,1,0,0,0,1,6,5
"2921",15,2,3,5,3,3379,3,8,598,3,0,1,0,0,1,0,6,4
"2922",15,2,3,5,2,3379,3,8,617,4,0,1,0,1,0,0,6,3
"2923",15,2,3,5,5,3379,3,8,518,5,0,1,0,0,0,1,6,2
"2924",15,2,3,5,3,3379,3,8,139,6,0,1,0,0,1,0,6,1
"2925",16,2,6,5,2,2372,6,8,418,1,0,1,0,1,0,0,2,2
"2926",16,2,6,5,6,2372,6,8,1632,2,0,1,0,0,1,0,2,1
"2927",17,4,3,5,4,936,4,8,637,1,1,0,0,1,0,0,1,1
"2928",18,4,5,8,4,2068,8,8,179,1,0,0,1,1,0,0,4,4
"2929",18,4,5,8,8,2068,8,8,438,2,0,0,1,0,0,1,4,3
"2930",18,4,5,8,5,2068,8,8,358,3,0,0,1,0,1,0,4,2
"2931",18,4,5,8,8,2068,8,8,559,4,0,0,1,0,0,1,4,1
"2932",19,6,2,5,2,4380,6,8,358,1,1,0,0,0,1,0,4,4
"2933",19,6,2,5,6,4380,6,8,718,2,1,0,0,1,0,0,4,3
"2934",19,6,2,5,5,4380,6,8,2093,3,1,0,0,0,0,1,4,2
"2935",19,6,2,5,6,4380,6,8,857,4,1,0,0,1,0,0,4,1
"2936",20,3,6,1,1,4463,3,8,438,1,1,0,0,0,0,1,4,4
"2937",20,3,6,1,3,4463,3,8,1973,2,1,0,0,1,0,0,4,3
"2938",20,3,6,1,1,4463,3,8,1295,3,1,0,0,0,0,1,4,2
"2939",20,3,6,1,3,4463,3,8,301,4,1,0,0,1,0,0,4,1
"2940",21,6,5,2,6,2684,6,8,718,1,1,0,0,1,0,0,4,4
"2941",21,6,5,2,2,2684,6,8,338,2,1,0,0,0,0,1,4,3
"2942",21,6,5,2,5,2684,6,8,438,3,1,0,0,0,1,0,4,2
"2943",21,6,5,2,6,2684,6,8,798,4,1,0,0,1,0,0,4,1
"2944",22,5,2,4,2,2834,4,8,578,1,0,0,1,0,1,0,3,3
"2945",22,5,2,4,5,2834,4,8,299,2,0,0,1,1,0,0,3,2
"2946",22,5,2,4,4,2834,4,8,1556,3,0,0,1,0,0,1,3,1
"2947",23,3,4,6,6,2314,3,8,100,1,1,0,0,0,0,1,5,5
"2948",23,3,4,6,3,2314,3,8,299,2,1,0,0,1,0,0,5,4
"2949",23,3,4,6,6,2314,3,8,657,3,1,0,0,0,0,1,5,3
"2950",23,3,4,6,4,2314,3,8,498,4,1,0,0,0,1,0,5,2
"2951",23,3,4,6,3,2314,3,8,280,5,1,0,0,1,0,0,5,1
"2952",24,6,4,2,6,1131,6,8,817,1,1,0,0,1,0,0,1,1
"2953",25,4,2,8,2,4409,4,8,917,1,1,0,0,0,1,0,4,4
"2954",25,4,2,8,4,4409,4,8,1536,2,1,0,0,1,0,0,4,3
"2955",25,4,2,8,8,4409,4,8,797,3,1,0,0,0,0,1,4,2
"2956",25,4,2,8,4,4409,4,8,698,4,1,0,0,1,0,0,4,1
"2957",26,4,2,1,4,6819,4,8,677,1,1,0,0,1,0,0,6,6
"2958",26,4,2,1,2,6819,4,8,638,2,1,0,0,0,1,0,6,5
"2959",26,4,2,1,1,6819,4,8,637,3,1,0,0,0,0,1,6,4
"2960",26,4,2,1,4,6819,4,8,1117,4,1,0,0,1,0,0,6,3
"2961",26,4,2,1,2,6819,4,8,658,5,1,0,0,0,1,0,6,2
"2962",26,4,2,1,4,6819,4,8,2532,6,1,0,0,1,0,0,6,1
"2963",27,4,2,5,4,2778,5,8,399,1,0,0,1,1,0,0,4,4
"2964",27,4,2,5,5,2778,5,8,617,2,0,0,1,0,0,1,4,3
"2965",27,4,2,5,2,2778,5,8,559,3,0,0,1,0,1,0,4,2
"2966",27,4,2,5,5,2778,5,8,799,4,0,0,1,0,0,1,4,1
"2967",28,2,4,3,4,1908,4,8,1495,1,0,1,0,0,1,0,1,1
"2968",29,4,3,5,5,1461,5,8,1077,1,0,0,1,0,0,1,1,1
"2969",30,2,4,3,4,1856,4,8,1556,1,0,1,0,0,1,0,1,1
"2970",31,4,3,2,4,1489,4,8,199,1,1,0,0,1,0,0,3,3
"2971",31,4,3,2,2,1489,4,8,259,2,1,0,0,0,0,1,3,2
"2972",31,4,3,2,4,1489,4,8,537,3,1,0,0,1,0,0,3,1
"2973",32,2,4,3,4,2911,4,8,399,1,0,1,0,0,1,0,4,4
"2974",32,2,4,3,3,2911,4,8,418,2,0,1,0,0,0,1,4,3
"2975",32,2,4,3,2,2911,4,8,439,3,0,1,0,1,0,0,4,2
"2976",32,2,4,3,4,2911,4,8,1255,4,0,1,0,0,1,0,4,1
"2977",33,2,3,8,3,4458,3,8,818,1,0,1,0,0,1,0,4,4
"2978",33,2,3,8,2,4458,3,8,758,2,0,1,0,1,0,0,4,3
"2979",33,2,3,8,8,4458,3,8,856,3,0,1,0,0,0,1,4,2
"2980",33,2,3,8,3,4458,3,8,1634,4,0,1,0,0,1,0,4,1
"2981",34,5,1,6,6,938,6,8,597,1,0,0,1,0,0,1,1,1
"2982",35,6,2,4,2,2257,6,8,657,1,1,0,0,0,1,0,2,2
"2983",35,6,2,4,6,2257,6,8,1357,2,1,0,0,1,0,0,2,1
"2984",36,4,2,6,6,1301,6,8,956,1,0,0,1,0,0,1,1,1
"2985",37,4,3,6,3,4955,6,8,279,1,0,0,1,0,1,0,5,5
"2986",37,4,3,6,4,4955,6,8,478,2,0,0,1,1,0,0,5,4
"2987",37,4,3,6,6,4955,6,8,976,3,0,0,1,0,0,1,5,3
"2988",37,4,3,6,3,4955,6,8,1535,4,0,0,1,0,1,0,5,2
"2989",37,4,3,6,6,4955,6,8,1236,5,0,0,1,0,0,1,5,1
"2990",38,4,3,2,4,3894,4,8,419,1,1,0,0,1,0,0,4,4
"2991",38,4,3,2,2,3894,4,8,338,2,1,0,0,0,0,1,4,3
"2992",38,4,3,2,3,3894,4,8,976,3,1,0,0,0,1,0,4,2
"2993",38,4,3,2,4,3894,4,8,1734,4,1,0,0,1,0,0,4,1
"2994",39,4,6,3,4,1378,4,8,899,1,1,0,0,1,0,0,1,1
"2995",40,5,2,8,5,4846,8,8,455,1,0,0,1,1,0,0,7,7
"2996",40,5,2,8,2,4846,8,8,995,2,0,0,1,0,1,0,7,6
"2997",40,5,2,8,5,4846,8,8,179,3,0,0,1,1,0,0,7,5
"2998",40,5,2,8,8,4846,8,8,379,4,0,0,1,0,0,1,7,4
"2999",40,5,2,8,5,4846,8,8,518,5,0,0,1,1,0,0,7,3
"3000",40,5,2,8,2,4846,8,8,798,6,0,0,1,0,1,0,7,2
"3001",40,5,2,8,8,4846,8,8,320,7,0,0,1,0,0,1,7,1
"3002",41,3,2,6,3,2181,6,8,239,1,0,0,1,1,0,0,2,2
"3003",41,3,2,6,6,2181,6,8,1614,2,0,0,1,0,0,1,2,1
"3004",42,7,2,5,2,1009,7,8,278,1,1,0,0,0,1,0,2,2
"3005",42,7,2,5,7,1009,7,8,458,2,1,0,0,1,0,0,2,1
"3006",43,4,5,3,4,2018,5,8,219,1,0,1,0,1,0,0,4,4
"3007",43,4,5,3,5,2018,5,8,598,2,0,1,0,0,1,0,4,3
"3008",43,4,5,3,3,2018,5,8,259,3,0,1,0,0,0,1,4,2
"3009",43,4,5,3,5,2018,5,8,518,4,0,1,0,0,1,0,4,1
"3010",44,8,1,2,1,1209,8,8,180,1,1,0,0,0,1,0,2,2
"3011",44,8,1,2,8,1209,8,8,737,2,1,0,0,1,0,0,2,1
"3012",45,6,2,7,6,1869,6,8,418,1,1,0,0,1,0,0,3,3
"3013",45,6,2,7,7,1869,6,8,518,2,1,0,0,0,0,1,3,2
"3014",45,6,2,7,6,1869,6,8,578,3,1,0,0,1,0,0,3,1
"3015",46,1,2,4,2,2036,4,8,478,1,0,0,1,0,1,0,2,2
"3016",46,1,2,4,4,2036,4,8,1257,2,0,0,1,0,0,1,2,1
"3017",47,4,6,8,6,2438,8,8,20,1,0,0,1,0,1,0,5,5
"3018",47,4,6,8,4,2438,8,8,338,2,0,0,1,1,0,0,5,4
"3019",47,4,6,8,8,2438,8,8,399,3,0,0,1,0,0,1,5,3
"3020",47,4,6,8,6,2438,8,8,637,4,0,0,1,0,1,0,5,2
"3021",47,4,6,8,8,2438,8,8,539,5,0,0,1,0,0,1,5,1
"3022",48,2,4,3,2,2547,2,8,578,1,1,0,0,1,0,0,4,4
"3023",48,2,4,3,3,2547,2,8,678,2,1,0,0,0,0,1,4,3
"3024",48,2,4,3,4,2547,2,8,737,3,1,0,0,0,1,0,4,2
"3025",48,2,4,3,2,2547,2,8,160,4,1,0,0,1,0,0,4,1
"3026",49,6,5,7,5,1820,7,8,20,1,0,0,1,0,1,0,3,3
"3027",49,6,5,7,6,1820,7,8,459,2,0,0,1,1,0,0,3,2
"3028",49,6,5,7,7,1820,7,8,859,3,0,0,1,0,0,1,3,1
"3029",50,3,1,5,1,3593,1,8,478,1,0,1,0,0,1,0,6,6
"3030",50,3,1,5,5,3593,1,8,199,2,0,1,0,0,0,1,6,5
"3031",50,3,1,5,3,3593,1,8,657,3,0,1,0,1,0,0,6,4
"3032",50,3,1,5,1,3593,1,8,1057,4,0,1,0,0,1,0,6,3
"3033",50,3,1,5,5,3593,1,8,498,5,0,1,0,0,0,1,6,2
"3034",50,3,1,5,1,3593,1,8,319,6,0,1,0,0,1,0,6,1
"3035",51,5,2,4,2,1129,4,8,279,1,0,0,1,0,1,0,3,3
"3036",51,5,2,4,4,1129,4,8,399,2,0,0,1,0,0,1,3,2
"3037",51,5,2,4,5,1129,4,8,139,3,0,0,1,1,0,0,3,1
"3038",52,4,2,5,5,4878,4,8,279,1,1,0,0,0,0,1,4,4
"3039",52,4,2,5,4,4878,4,8,358,2,1,0,0,1,0,0,4,3
"3040",52,4,2,5,2,4878,4,8,2052,3,1,0,0,0,1,0,4,2
"3041",52,4,2,5,4,4878,4,8,1733,4,1,0,0,1,0,0,4,1
"3042",53,4,1,2,4,3105,4,8,2711,1,1,0,0,1,0,0,1,1
"3043",54,2,6,4,4,1231,4,8,700,1,0,0,1,0,0,1,1,1
"3044",55,4,5,3,4,1381,4,8,998,1,1,0,0,1,0,0,1,1
"3045",56,2,5,4,2,978,4,8,239,1,0,0,1,1,0,0,2,2
"3046",56,2,5,4,4,978,4,8,439,2,0,0,1,0,0,1,2,1
"3047",57,3,6,1,3,3107,3,8,360,1,1,0,0,1,0,0,5,5
"3048",57,3,6,1,6,3107,3,8,319,2,1,0,0,0,1,0,5,4
"3049",57,3,6,1,1,3107,3,8,637,3,1,0,0,0,0,1,5,3
"3050",57,3,6,1,6,3107,3,8,796,4,1,0,0,0,1,0,5,2
"3051",57,3,6,1,3,3107,3,8,499,5,1,0,0,1,0,0,5,1
"3052",58,2,1,6,1,1440,6,8,399,1,0,0,1,0,1,0,2,2
"3053",58,2,1,6,6,1440,6,8,698,2,0,0,1,0,0,1,2,1
"3054",59,1,4,6,4,2167,6,8,518,1,0,0,1,0,1,0,3,3
"3055",59,1,4,6,1,2167,6,8,339,2,0,0,1,1,0,0,3,2
"3056",59,1,4,6,6,2167,6,8,698,3,0,0,1,0,0,1,3,1
"3057",60,6,5,4,6,1899,6,8,540,1,1,0,0,1,0,0,4,4
"3058",60,6,5,4,5,1899,6,8,398,2,1,0,0,0,1,0,4,3
"3059",60,6,5,4,4,1899,6,8,240,3,1,0,0,0,0,1,4,2
"3060",60,6,5,4,6,1899,6,8,280,4,1,0,0,1,0,0,4,1
"3061",61,2,4,5,4,3354,4,8,1076,1,0,1,0,0,1,0,4,4
"3062",61,2,4,5,2,3354,4,8,399,2,0,1,0,1,0,0,4,3
"3063",61,2,4,5,5,3354,4,8,219,3,0,1,0,0,0,1,4,2
"3064",61,2,4,5,4,3354,4,8,879,4,0,1,0,0,1,0,4,1
"3065",62,3,4,7,4,2173,7,8,199,1,0,0,1,0,1,0,3,3
"3066",62,3,4,7,3,2173,7,8,897,2,0,0,1,1,0,0,3,2
"3067",62,3,4,7,7,2173,7,8,696,3,0,0,1,0,0,1,3,1
"3068",63,1,2,3,2,1337,2,8,239,1,0,1,0,0,1,0,4,4
"3069",63,1,2,3,3,1337,2,8,259,2,0,1,0,0,0,1,4,3
"3070",63,1,2,3,1,1337,2,8,299,3,0,1,0,1,0,0,4,2
"3071",63,1,2,3,2,1337,2,8,121,4,0,1,0,0,1,0,4,1
"3072",64,4,1,5,1,4444,4,8,79,1,1,0,0,0,1,0,7,7
"3073",64,4,1,5,4,4444,4,8,200,2,1,0,0,1,0,0,7,6
"3074",64,4,1,5,5,4444,4,8,378,3,1,0,0,0,0,1,7,5
"3075",64,4,1,5,1,4444,4,8,698,4,1,0,0,0,1,0,7,4
"3076",64,4,1,5,4,4444,4,8,1157,5,1,0,0,1,0,0,7,3
"3077",64,4,1,5,1,4444,4,8,558,6,1,0,0,0,1,0,7,2
"3078",64,4,1,5,4,4444,4,8,299,7,1,0,0,1,0,0,7,1
"3079",65,3,2,4,2,1920,3,8,20,1,1,0,0,0,1,0,2,2
"3080",65,3,2,4,3,1920,3,8,1136,2,1,0,0,1,0,0,2,1
"3081",66,3,1,6,1,1283,6,8,259,1,0,0,1,0,1,0,2,2
"3082",66,3,1,6,6,1283,6,8,677,2,0,0,1,0,0,1,2,1
"3083",67,6,7,3,7,1364,7,8,797,1,0,1,0,0,1,0,1,1
"3084",68,3,4,8,4,2308,4,8,399,1,0,1,0,0,1,0,4,4
"3085",68,3,4,8,8,2308,4,8,298,2,0,1,0,0,0,1,4,3
"3086",68,3,4,8,3,2308,4,8,419,3,0,1,0,1,0,0,4,2
"3087",68,3,4,8,4,2308,4,8,737,4,0,1,0,0,1,0,4,1
"3088",69,4,8,3,4,981,4,8,678,1,1,0,0,1,0,0,1,1
"3089",70,3,4,2,3,887,3,8,518,1,1,0,0,1,0,0,1,1
"3090",71,6,4,2,6,1922,6,8,1594,1,1,0,0,1,0,0,1,1
"3091",72,4,6,7,7,1046,7,8,778,1,0,0,1,0,0,1,1,1
"3092",73,5,2,3,2,4402,2,8,379,1,0,1,0,0,1,0,6,6
"3093",73,5,2,3,5,4402,2,8,697,2,0,1,0,1,0,0,6,5
"3094",73,5,2,3,3,4402,2,8,798,3,0,1,0,0,0,1,6,4
"3095",73,5,2,3,2,4402,2,8,1197,4,0,1,0,0,1,0,6,3
"3096",73,5,2,3,5,4402,2,8,280,5,0,1,0,1,0,0,6,2
"3097",73,5,2,3,2,4402,2,8,518,6,0,1,0,0,1,0,6,1
"3098",74,5,2,4,5,3846,5,8,757,1,1,0,0,1,0,0,4,4
"3099",74,5,2,4,4,3846,5,8,537,2,1,0,0,0,0,1,4,3
"3100",74,5,2,4,2,3846,5,8,837,3,1,0,0,0,1,0,4,2
"3101",74,5,2,4,5,3846,5,8,1276,4,1,0,0,1,0,0,4,1
"3102",75,5,8,6,5,1445,6,8,399,1,0,0,1,1,0,0,2,2
"3103",75,5,8,6,6,1445,6,8,698,2,0,0,1,0,0,1,2,1
"3104",76,2,4,1,2,1640,4,8,240,1,0,1,0,1,0,0,3,3
"3105",76,2,4,1,1,1640,4,8,279,2,0,1,0,0,0,1,3,2
"3106",76,2,4,1,4,1640,4,8,738,3,0,1,0,0,1,0,3,1
"3107",77,2,5,8,2,2607,5,8,478,1,0,1,0,1,0,0,2,2
"3108",77,2,5,8,8,2607,5,8,1814,2,0,1,0,0,0,1,2,1
"3109",78,4,3,2,3,1714,2,8,439,1,0,0,1,0,1,0,2,2
"3110",78,4,3,2,2,1714,2,8,916,2,0,0,1,0,0,1,2,1
"3111",79,5,6,3,5,2987,5,8,578,1,1,0,0,1,0,0,4,4
"3112",79,5,6,3,3,2987,5,8,698,2,1,0,0,0,0,1,4,3
"3113",79,5,6,3,6,2987,5,8,737,3,1,0,0,0,1,0,4,2
"3114",79,5,6,3,5,2987,5,8,518,4,1,0,0,1,0,0,4,1
"3115",80,3,4,6,4,3571,4,8,498,1,0,1,0,0,1,0,4,4
"3116",80,3,4,6,6,3571,4,8,837,2,0,1,0,0,0,1,4,3
"3117",80,3,4,6,3,3571,4,8,160,3,0,1,0,1,0,0,4,2
"3118",80,3,4,6,4,3571,4,8,1675,4,0,1,0,0,1,0,4,1
"3119",81,5,6,7,7,1278,7,8,877,1,0,0,1,0,0,1,1,1
"3120",82,1,3,7,1,3440,7,8,418,1,0,0,1,1,0,0,5,5
"3121",82,1,3,7,3,3440,7,8,638,2,0,0,1,0,1,0,5,4
"3122",82,1,3,7,7,3440,7,8,539,3,0,0,1,0,0,1,5,3
"3123",82,1,3,7,3,3440,7,8,299,4,0,0,1,0,1,0,5,2
"3124",82,1,3,7,7,3440,7,8,837,5,0,0,1,0,0,1,5,1
"3125",83,1,5,2,1,2946,2,8,279,1,0,0,1,1,0,0,5,5
"3126",83,1,5,2,2,2946,2,8,737,2,0,0,1,0,0,1,5,4
"3127",83,1,5,2,1,2946,2,8,518,3,0,0,1,1,0,0,5,3
"3128",83,1,5,2,5,2946,2,8,658,4,0,0,1,0,1,0,5,2
"3129",83,1,5,2,2,2946,2,8,239,5,0,0,1,0,0,1,5,1
"3130",84,4,3,5,3,1847,5,8,215,1,0,0,1,0,1,0,3,3
"3131",84,4,3,5,4,1847,5,8,299,2,0,0,1,1,0,0,3,2
"3132",84,4,3,5,5,1847,5,8,837,3,0,0,1,0,0,1,3,1
"3133",85,5,4,1,5,1324,4,8,219,1,0,1,0,1,0,0,2,2
"3134",85,5,4,1,4,1324,4,8,758,2,0,1,0,0,1,0,2,1
"3135",86,7,2,6,7,1384,6,8,398,1,0,0,1,1,0,0,2,2
"3136",86,7,2,6,6,1384,6,8,699,2,0,0,1,0,0,1,2,1
"3137",87,4,2,3,4,1443,4,8,518,1,1,0,0,1,0,0,3,3
"3138",87,4,2,3,3,1443,4,8,398,2,1,0,0,0,0,1,3,2
"3139",87,4,2,3,4,1443,4,8,160,3,1,0,0,1,0,0,3,1
"3140",88,1,8,3,8,2482,8,8,317,1,0,1,0,0,1,0,5,5
"3141",88,1,8,3,3,2482,8,8,379,2,0,1,0,0,0,1,5,4
"3142",88,1,8,3,1,2482,8,8,518,3,0,1,0,1,0,0,5,3
"3143",88,1,8,3,3,2482,8,8,418,4,0,1,0,0,0,1,5,2
"3144",88,1,8,3,8,2482,8,8,196,5,0,1,0,0,1,0,5,1
"3145",89,5,4,2,5,1332,4,8,20,1,0,1,0,1,0,0,2,2
"3146",89,5,4,2,4,1332,4,8,793,2,0,1,0,0,1,0,2,1
"3147",90,2,4,1,4,2151,2,8,20,1,1,0,0,0,1,0,4,4
"3148",90,2,4,1,2,2151,2,8,398,2,1,0,0,1,0,0,4,3
"3149",90,2,4,1,1,2151,2,8,498,3,1,0,0,0,0,1,4,2
