,subject,trial,choice,rt,item_value_0,item_value_1,item_value_2,gaze_0,gaze_1,gaze_2
82,6,82,0,4484,5,2,4,0.05039052658100277,0.7231040564373897,0.22650541698160745
84,6,84,2,3451,1,2,10,0.3946996466431095,0.5070671378091873,0.0982332155477032
86,6,86,1,2476,9,5,2,0.6468160377358491,0.3531839622641509,0.0
88,6,88,2,9311,2,1,3,0.37064815851337735,0.3435575954326654,0.2857942460539573
90,6,90,2,12553,5,1,6,0.5182698844323589,0.17513596193065942,0.3065941536369817
92,6,92,1,10337,4,6,2,0.471730555274603,0.3286133306361889,0.19965611408920805
94,6,94,0,8579,5,2,4,0.4041060291060291,0.4146309771309771,0.18126299376299376
96,6,96,0,6263,2,4,1,0.5094503207907057,0.2486561470435235,0.24189353216577075
98,6,98,1,4335,5,3,2,0.3187855787476281,0.4540525887774465,0.22716183247492544
0,7,0,2,2655,2,3,4,0.19466666666666665,0.2391111111111111,0.5662222222222222
2,7,2,1,6643,6,4,1,0.5163707444209155,0.3992506922951621,0.08437856328392246
4,7,4,0,4962,4,2,7,0.4276243093922652,0.19823204419889506,0.3741436464088398
6,7,6,0,1911,4,2,3,0.5517684887459807,0.2694533762057878,0.1787781350482315
8,7,8,0,2682,7,2,6,0.2748618784530387,0.3116942909760589,0.4134438305709024
10,7,10,1,2496,4,2,3,0.17096466093600765,0.495702005730659,0.3333333333333333
12,7,12,2,3264,4,2,6,0.22444525281920702,0.15205529283375774,0.6234994543470352
14,7,14,1,3379,2,3,5,0.33545727136431785,0.2762368815592204,0.38830584707646176
16,7,16,0,936,4,3,5,1.0,0.0,0.0
18,7,18,0,4380,6,2,5,0.39120715350223545,0.08892200695479384,0.5198708395429706
20,7,20,0,2684,6,5,2,0.6614310645724258,0.19109947643979056,0.1474694589877836
22,7,22,0,2314,3,4,6,0.3157033805888768,0.27153762268266085,0.4127589967284624
24,7,24,0,4409,4,2,8,0.5658561296859169,0.2322695035460993,0.2018743667679838
26,7,26,2,2778,4,2,5,0.16807076663858467,0.2354675652906487,0.5964616680707666
28,7,28,2,1461,4,3,5,0.0,0.0,1.0
30,7,30,0,1489,4,3,2,0.7396984924623116,0.0,0.26030150753768844
32,7,32,1,4458,2,3,8,0.18642400393507133,0.6030496802754549,0.21052631578947367
34,7,34,0,2257,6,2,4,0.6737835153922542,0.32621648460774577,0.0
36,7,36,2,4955,4,3,6,0.1061278863232682,0.402753108348135,0.4911190053285968
38,7,38,0,1378,4,6,3,1.0,0.0,0.0
40,7,40,2,2181,3,2,6,0.12898003237992445,0.0,0.8710199676200756
42,7,42,1,2018,4,5,3,0.13739021329987453,0.7001254705144291,0.16248431618569634
44,7,44,0,1869,6,2,7,0.6578599735799208,0.0,0.34214002642007924
46,7,46,2,2438,4,6,8,0.17485773409208485,0.3398861872736679,0.4852560786342473
48,7,48,2,1820,6,5,7,0.3430493273542601,0.014947683109118088,0.6420029895366218
50,7,50,2,1129,5,2,4,0.1701346389228886,0.34149326805385555,0.4883720930232558
52,7,52,0,3105,4,1,2,1.0,0.0,0.0
54,7,54,0,1381,4,5,3,1.0,0.0,0.0
56,7,56,0,3107,3,6,1,0.32899272309459976,0.4270394484871697,0.24396782841823056
58,7,58,2,2167,1,4,6,0.2180064308681672,0.3331189710610932,0.4488745980707395
60,7,60,1,3354,2,4,5,0.1550719005052468,0.7598134473377379,0.08511465215701516
62,7,62,1,1337,1,2,3,0.32570806100217864,0.392156862745098,0.2821350762527233
64,7,64,0,1920,3,2,4,0.9826989619377162,0.017301038062283742,0.0
66,7,66,1,1364,6,7,3,0.0,1.0,0.0
68,7,68,0,981,4,8,3,1.0,0.0,0.0
70,7,70,0,1922,6,4,2,1.0,0.0,0.0
72,7,72,1,4402,5,2,3,0.2525200310157664,0.5412251227707418,0.20625484621349185
74,7,74,2,1445,5,8,6,0.3637192342752963,0.0,0.6362807657247037
76,7,76,1,2607,2,5,8,0.20855148342059335,0.0,0.7914485165794066
78,7,78,0,2987,5,6,3,0.4330304227578032,0.2911892532595812,0.2757803239826156
80,7,80,2,1278,5,6,7,0.0,0.0,1.0
82,7,82,2,2946,1,5,2,0.32784862196626896,0.2706705059646236,0.4014808720691074
84,7,84,1,1324,5,4,1,0.2241555783009212,0.7758444216990789,0.0
86,7,86,0,1443,4,2,3,0.6301115241635687,0.0,0.3698884758364313
88,7,88,1,1332,5,4,2,0.024600246002460024,0.97539975399754,0.0
90,7,90,2,1418,5,2,4,0.3103448275862069,0.02335928809788654,0.6662958843159066
92,7,92,0,2604,2,8,4,0.3438133874239351,0.4650101419878296,0.19117647058823528
94,7,94,1,1087,6,4,3,0.5264623955431755,0.4735376044568245,0.0
96,7,96,0,925,2,3,1,0.0,0.4227799227799228,0.5772200772200772
98,7,98,0,2260,3,2,4,0.6244239631336406,0.3755760368663594,0.0
0,8,0,1,1311,6,7,3,0.2938856015779093,0.7061143984220908,0.0
2,8,2,1,1136,3,6,4,0.28588516746411485,0.3086124401913876,0.4055023923444976
4,8,4,2,1203,4,2,6,0.2390829694323144,0.1943231441048035,0.5665938864628821
6,8,6,1,816,3,9,8,0.0,0.5350089766606823,0.4649910233393178
8,8,8,0,1252,2,1,3,0.44419642857142855,0.26674107142857145,0.2890625
10,8,10,1,727,4,7,2,0.08533916849015317,0.0,0.9146608315098468
12,8,12,1,930,1,7,6,0.3128930817610063,0.4386792452830189,0.24842767295597484
14,8,14,0,961,6,4,3,0.4698608964451314,0.19165378670788247,0.3384853168469861
16,8,16,1,1210,6,3,2,0.2088681446907818,0.3955659276546091,0.3955659276546091
18,8,18,1,785,6,9,3,0.5186567164179104,0.4813432835820896,0.0
20,8,20,2,1183,2,3,8,0.259825327510917,0.2390829694323144,0.5010917030567685
22,8,22,1,1033,6,7,3,0.3238482384823848,0.27100271002710025,0.4051490514905149
24,8,24,0,1087,3,4,2,0.32496863237139273,0.24968632371392724,0.42534504391468
26,8,26,2,1291,6,8,7,0.281563126252505,0.3987975951903808,0.3196392785571142
28,8,28,0,1153,6,5,4,0.3170731707317073,0.36585365853658536,0.3170731707317073
30,8,30,2,1001,6,7,8,0.11366906474820145,0.2863309352517985,0.6
32,8,32,1,787,3,9,7,0.24096385542168675,0.7590361445783133,0.0
34,8,34,0,1250,6,5,7,0.4985207100591716,0.235207100591716,0.26627218934911245
36,8,36,1,1010,3,9,7,0.4328358208955224,0.4043419267299864,0.1628222523744912
38,8,38,2,829,5,2,7,0.0,0.0,1.0
40,8,40,1,1546,3,2,5,0.2621199671322925,0.4264585045193098,0.3114215283483977
42,8,42,1,1474,7,6,2,0.18928262748487468,0.4658599827139153,0.34485738980121
44,8,44,0,935,8,2,3,0.3873581847649919,0.2576985413290113,0.3549432739059968
46,8,46,2,901,1,4,5,0.34375,0.3140625,0.3421875
48,8,48,2,994,7,2,6,0.18587360594795535,0.44423791821561337,0.3698884758364313
50,8,50,1,1070,6,7,4,0.470414201183432,0.5295857988165681,0.0
52,8,52,0,1067,7,3,6,0.5,0.34962406015037595,0.15037593984962405
54,8,54,1,1181,7,3,2,0.3401826484018265,0.25,0.4098173515981735
56,8,56,0,1335,3,7,2,0.5198744769874477,0.16736401673640167,0.3127615062761506
58,8,58,2,856,1,3,9,0.0,0.6337792642140468,0.3662207357859532
60,8,60,2,648,4,5,9,0.0,0.3677248677248677,0.6322751322751323
62,8,62,1,1141,3,8,1,0.34760705289672544,0.4521410579345088,0.2002518891687657
64,8,64,0,1081,6,5,8,0.5785997357992074,0.2364597093791281,0.18494055482166447
66,8,66,2,911,7,3,8,0.3028919330289193,0.0,0.6971080669710806
68,8,68,1,883,2,7,8,0.5176908752327747,0.4823091247672253,0.0
70,8,70,0,1322,6,2,1,0.31662870159453305,0.16059225512528474,0.5227790432801822
72,8,72,1,809,3,7,6,0.3186372745490982,0.4408817635270541,0.2404809619238477
74,8,74,2,1322,1,7,6,0.04352678571428571,0.24441964285714285,0.7120535714285714
76,8,76,0,1175,1,2,4,0.4103225806451613,0.2567741935483871,0.3329032258064516
78,8,78,1,750,4,7,1,0.34622823984526113,0.6537717601547389,0.0
80,8,80,0,856,9,4,5,0.3803827751196172,0.09569377990430622,0.5239234449760766
82,8,82,2,961,3,4,8,0.402,0.0,0.598
84,8,84,1,1467,1,7,3,0.3557951482479784,0.2857142857142857,0.3584905660377358
86,8,86,1,711,1,9,2,0.26143790849673204,0.7385620915032679,0.0
88,8,88,2,938,2,6,3,0.24386503067484666,0.3987730061349693,0.35736196319018404
90,8,90,0,673,9,6,7,0.954233409610984,0.0,0.04576659038901602
92,8,92,1,1182,2,3,4,0.18223234624145787,0.4088838268792711,0.4088838268792711
94,8,94,0,841,5,2,1,0.4991624790619765,0.2663316582914573,0.23450586264656614
96,8,96,0,886,7,3,4,0.6779964221824687,0.2504472271914132,0.07155635062611806
98,8,98,0,691,9,3,4,1.0,0.0,0.0
0,9,0,2,3590,3,2,4,0.2966677450663216,0.3545778065351019,0.3487544483985765
2,9,2,2,6711,4,3,2,0.29079833279897405,0.1947739660147483,0.5144277011862777
4,9,4,1,11517,3,9,2,0.06892939451078986,0.7242824219568406,0.2067881835323696
6,9,6,0,2793,2,1,4,0.4997907074089577,0.3419840937630808,0.1582251988279615
8,9,8,2,12400,3,1,4,0.11413180708694555,0.16269674269842607,0.7231714502146284
10,9,10,2,2643,2,4,3,0.15033259423503326,0.2031042128603104,0.6465631929046564
12,9,12,1,3593,3,8,4,0.12269342829394625,0.5292975072839107,0.3480090644221431
14,9,14,1,2053,4,8,3,0.14152298850574713,0.5294540229885057,0.3290229885057471
16,9,16,0,2641,4,3,5,0.4104744852282901,0.1965085049239033,0.3930170098478066
18,9,18,1,1673,2,7,5,0.287556904400607,0.3930197268588771,0.3194233687405159
20,9,20,1,2240,1,8,5,0.2921601804850536,0.26959954878736603,0.4382402707275804
22,9,22,2,1328,7,3,4,0.0,0.2933070866141732,0.7066929133858267
24,9,24,1,2325,3,2,1,0.25387493319080706,0.5221806520577231,0.2239444147514698
26,9,26,1,2185,4,3,2,0.2323409223584355,0.37186223000583774,0.3957968476357268
28,9,28,2,4295,4,2,8,0.3036745406824147,0.4711286089238845,0.2251968503937008
30,9,30,1,3105,2,3,4,0.339652448657188,0.25118483412322273,0.4091627172195893
32,9,32,1,3081,2,3,5,0.13985239852398526,0.3826568265682657,0.4774907749077491
34,9,34,0,2076,4,5,2,0.7415929203539823,0.12920353982300886,0.12920353982300886
36,9,36,1,2036,2,3,5,0.35308491142333537,0.354306658521686,0.2926084300549786
38,9,38,0,2725,5,2,4,0.4584203928123694,0.28374425407438364,0.25783535311324696
40,9,40,1,2574,5,4,2,0.24514907714150494,0.2266919072408897,0.5281590156176053
42,9,42,0,5956,4,1,5,0.1916519694297472,0.3243190280227317,0.484029002547521
44,9,44,0,851,4,3,2,0.6537717601547389,0.34622823984526113,0.0
46,9,46,2,1292,3,4,5,0.341324200913242,0.3858447488584475,0.2728310502283105
48,9,48,2,3593,6,2,9,0.4114754098360656,0.2422950819672131,0.3462295081967213
50,9,50,1,1632,5,3,1,0.19336569579288027,0.6618122977346278,0.1448220064724919
52,9,52,0,1538,3,4,2,0.49192863211554794,0.30501274426508074,0.20305862361937127
54,9,54,1,1307,2,3,1,0.29882604055496265,0.4034151547491996,0.29775880469583776
56,9,56,0,1575,3,2,1,0.5421276595744681,0.10127659574468086,0.3565957446808511
58,9,58,1,1549,4,8,2,0.2787828947368421,0.24588815789473684,0.4753289473684211
60,9,60,0,1047,9,2,3,0.6179941002949852,0.0,0.3820058997050148
62,9,62,0,1170,5,2,3,0.2921760391198044,0.2444987775061125,0.4633251833740831
64,9,64,1,1724,1,2,5,0.3379254457050243,0.3549432739059968,0.3071312803889789
66,9,66,1,1785,2,5,3,0.15927272727272726,0.4785454545454546,0.36218181818181816
68,9,68,0,1912,3,2,1,0.4936369725385131,0.2933690555927663,0.21299397186872068
70,9,70,2,1649,5,2,3,0.39734121122599697,0.22008862629246675,0.3825701624815362
72,9,72,0,915,7,1,3,1.0,0.0,0.0
74,9,74,0,1171,4,2,5,0.4491844416562108,0.4755332496863237,0.07528230865746549
76,9,76,1,1490,2,5,1,0.16032064128256512,0.37975951903807614,0.4599198396793587
78,9,78,0,811,9,2,3,1.0,0.0,0.0
80,9,80,0,2091,3,6,1,0.6237448316597756,0.14116952155936208,0.2350856467808624
82,9,82,1,1656,5,3,1,0.390282131661442,0.37539184952978055,0.23432601880877746
84,9,84,0,1751,4,1,3,0.5378277153558052,0.2539325842696629,0.20823970037453185
86,9,86,0,1427,2,8,1,0.6920849420849421,0.0,0.3079150579150579
88,9,88,2,1632,1,4,3,0.2580906148867314,0.3066343042071197,0.4352750809061489
90,9,90,2,1462,5,2,4,0.3758262511803589,0.18885741265344666,0.4353163361661945
92,9,92,1,1870,4,9,2,0.11815181518151815,0.5788778877887789,0.30297029702970296
94,9,94,1,1534,4,9,5,0.32757130509939497,0.3794295592048401,0.2929991356957649
96,9,96,0,3043,3,4,2,0.5268199233716475,0.20613026819923366,0.2670498084291188
98,9,98,0,958,7,3,4,0.6051829268292683,0.0,0.3948170731707317
0,10,0,2,1936,2,1,4,0.4922425952045134,0.22496473906911146,0.2827926657263752
2,10,2,2,1256,7,1,8,0.26479289940828404,0.26331360946745563,0.4718934911242604
4,10,4,0,1269,5,1,2,0.3793517406962785,0.2376950780312125,0.38295318127250894
6,10,6,1,3370,1,2,3,0.3217543859649123,0.4621052631578947,0.216140350877193
8,10,8,1,2052,1,3,2,0.09857408555486673,0.5561066336019839,0.3453192808431494
10,10,10,1,1919,2,7,4,0.19442508710801396,0.5289198606271777,0.27665505226480835
12,10,12,2,1781,1,2,5,0.24559859154929575,0.4031690140845071,0.3512323943661972
14,10,14,0,1487,7,3,2,0.4816143497757848,0.17847533632286994,0.3399103139013453
16,10,16,2,1663,1,2,3,0.4428923582580115,0.2292522596548891,0.3278553820870994
18,10,18,2,2105,8,1,4,0.3383050847457627,0.4047457627118644,0.2569491525423729
20,10,20,1,3317,2,4,1,0.22094240837696336,0.6331588132635253,0.14589877835951134
22,10,22,0,888,9,5,4,1.0,0.0,0.0
24,10,24,0,870,8,1,2,0.6294227188081937,0.0,0.3705772811918063
26,10,26,2,2330,1,2,4,0.2286482851378615,0.2649630127774042,0.5063887020847344
28,10,28,0,1725,3,1,2,0.4838187702265373,0.3389967637540453,0.17718446601941748
30,10,30,2,1133,2,4,9,0.25548387096774194,0.4116129032258065,0.3329032258064516
32,10,32,2,1923,4,1,7,0.2291525423728813,0.2291525423728813,0.5416949152542373
34,10,34,1,1881,1,4,3,0.1942633637548892,0.6238591916558018,0.181877444589309
36,10,36,1,1347,2,4,1,0.2347140039447732,0.6104536489151874,0.15483234714003946
38,10,38,0,875,9,3,8,0.8977469670710572,0.1022530329289428,0.0
40,10,40,0,698,7,2,1,0.6682577565632458,0.3317422434367542,0.0
42,10,42,0,1653,7,2,1,0.6205641492265697,0.2893539581437671,0.09008189262966332
44,10,44,2,2043,2,1,4,0.5244360902255639,0.2493734335839599,0.2261904761904762
46,10,46,2,1157,3,1,7,0.14619164619164618,0.14742014742014742,0.7063882063882064
48,10,48,0,1369,8,2,1,0.6371398078975453,0.17075773745997866,0.19210245464247602
50,10,50,0,1300,4,2,1,0.3834808259587021,0.2345132743362832,0.3820058997050148
52,10,52,0,1200,3,2,1,0.4478203434610304,0.34214002642007924,0.21003963011889035
54,10,54,2,1314,1,2,5,0.3775055679287305,0.37861915367483295,0.2438752783964365
56,10,56,1,1632,1,3,2,0.15042573320719016,0.6603595080416272,0.1892147587511826
58,10,58,1,1956,8,7,2,0.1970995385629532,0.6440342781806196,0.15886618325642715
60,10,60,1,1480,1,4,5,0.35321528424976706,0.2786579683131407,0.3681267474370923
62,10,62,1,994,3,8,2,0.5007874015748032,0.0,0.4992125984251968
64,10,64,2,1260,2,1,3,0.32641921397379914,0.12882096069868995,0.5447598253275109
66,10,66,0,1294,8,2,1,0.3788968824940048,0.3824940047961631,0.2386091127098321
68,10,68,1,1345,2,4,1,0.5183397683397684,0.4816602316602317,0.0
70,10,70,0,1863,4,1,8,0.43215739484396204,0.13364993215739485,0.4341926729986432
72,10,72,1,1282,1,9,2,0.2609170305676856,0.5655021834061136,0.17358078602620086
74,10,74,0,2855,2,3,1,0.5111940298507462,0.2404643449419569,0.2483416252072969
76,10,76,0,2297,3,1,4,0.5161637931034483,0.18265086206896552,0.3011853448275862
78,10,78,0,1155,8,2,1,0.2012903225806452,0.4129032258064516,0.3858064516129032
80,10,80,2,982,1,2,9,0.15160796324655434,0.2986217457886677,0.5497702909647779
82,10,82,0,956,7,1,4,0.629746835443038,0.24367088607594936,0.12658227848101267
84,10,84,1,2103,1,4,2,0.17050691244239632,0.668778801843318,0.16071428571428573
86,10,86,2,2174,1,2,8,0.2528248587570621,0.1553672316384181,0.5918079096045198
88,10,88,1,2405,4,2,1,0.30785676109032595,0.4901122394441475,0.20203099946552647
90,10,90,2,704,8,4,9,0.2801932367149759,0.0,0.7198067632850241
92,10,92,0,1539,7,1,3,0.3877551020408163,0.3231292517006803,0.2891156462585034
94,10,94,0,1239,5,1,3,0.4323094425483504,0.1820250284414107,0.3856655290102389
96,10,96,0,2900,3,1,2,0.3719745222929936,0.11847133757961785,0.5095541401273885
98,10,98,0,1552,2,1,3,0.22357019064124786,0.2937608318890815,0.4826689774696707
0,11,0,2,795,1,2,8,0.0,0.3483709273182957,0.6516290726817042
2,11,2,2,784,5,2,7,0.32064128256513025,0.0,0.6793587174348698
4,11,4,0,756,4,1,2,0.3464052287581699,0.6535947712418301,0.0
6,11,6,0,1329,1,2,3,0.5534188034188035,0.16987179487179488,0.2767094017094017
8,11,8,2,900,1,3,5,0.4602510460251046,0.0,0.5397489539748954
10,11,10,1,1116,3,4,5,0.29079159935379645,0.2245557350565428,0.4846526655896608
12,11,12,1,1257,1,2,3,0.2597402597402597,0.2493506493506493,0.4909090909090909
14,11,14,2,1002,4,2,5,0.3478260869565217,0.2417391304347826,0.4104347826086957
16,11,16,1,1300,1,3,4,0.3267441860465116,0.5104651162790698,0.16279069767441862
18,11,18,2,978,2,1,3,0.3096153846153846,0.2711538461538461,0.4192307692307693
20,11,20,2,1040,2,4,1,0.24937027707808565,0.24937027707808565,0.5012594458438288
22,11,22,2,1246,2,1,5,0.29949874686716793,0.3007518796992481,0.399749373433584
24,11,24,2,1232,3,1,5,0.2372697724810401,0.15167930660888407,0.6110509209100758
26,11,26,2,1515,1,2,3,0.27596439169139464,0.1572700296735905,0.5667655786350149
28,11,28,1,1380,1,5,2,0.187042842215256,0.4378265412748171,0.3751306165099269
30,11,30,0,857,6,1,3,0.7883597883597884,0.0,0.21164021164021166
32,11,32,0,973,1,2,3,0.2763385146804836,0.44905008635578586,0.2746113989637305
34,11,34,0,1246,5,3,1,0.5584112149532711,0.0,0.441588785046729
36,11,36,1,1523,2,8,1,0.29646840148698883,0.14869888475836432,0.5548327137546468
38,11,38,1,1363,2,3,1,0.3124346917450366,0.4796238244514106,0.2079414838035528
40,11,40,1,1050,1,5,2,0.2132616487455197,0.5,0.2867383512544803
42,11,42,1,1446,3,4,1,0.1843575418994413,0.6303538175046555,0.1852886405959032
44,11,44,2,1936,1,3,2,0.484399375975039,0.11154446177847112,0.4040561622464899
46,11,46,2,1425,2,1,4,0.2350049164208456,0.27630285152409045,0.4886922320550639
48,11,48,1,1521,2,1,6,0.15854738706820196,0.5119574844995571,0.3294951284322409
50,11,50,1,1150,1,9,5,0.21680216802168026,0.43089430894308944,0.3523035230352303
52,11,52,2,1246,1,2,3,0.3258145363408521,0.22431077694235588,0.44987468671679204
54,11,54,0,1194,1,6,2,0.4570200573065902,0.25644699140401145,0.28653295128939826
56,11,56,1,857,5,7,4,0.3687150837988827,0.148975791433892,0.4823091247672253
58,11,58,1,1857,1,6,2,0.1254932912391476,0.6393054459352802,0.23520126282557224
60,11,60,0,1389,1,2,3,0.44987468671679204,0.3007518796992481,0.2493734335839599
62,11,62,2,1041,2,8,7,0.30303030303030304,0.30303030303030304,0.3939393939393939
64,11,64,0,1403,4,2,1,0.5205616850551655,0.20060180541624875,0.2788365095285857
66,11,66,0,1456,2,1,3,0.5598885793871866,0.16434540389972144,0.2757660167130919
68,11,68,2,1609,2,6,4,0.20738636363636365,0.26515151515151514,0.5274621212121212
70,11,70,2,1039,2,1,4,0.3448275862068966,0.1865203761755486,0.4686520376175549
72,11,72,2,1173,2,1,3,0.2889963724304716,0.2648125755743652,0.4461910519951632
74,11,74,0,1385,3,1,2,0.4172494172494173,0.3508158508158508,0.23193473193473196
76,11,76,1,1459,2,8,1,0.1634703196347032,0.5634703196347032,0.2730593607305936
78,11,78,1,1462,3,1,2,0.2971216341689879,0.2414113277623027,0.4614670380687094
80,11,80,2,1333,2,1,6,0.18810679611650485,0.12257281553398057,0.6893203883495146
82,11,82,1,1314,3,8,1,0.3070967741935484,0.5135483870967742,0.17935483870967742
84,11,84,1,1006,2,6,1,0.4991624790619765,0.2663316582914573,0.23450586264656614
86,11,86,2,1423,3,1,5,0.12930232558139534,0.24,0.6306976744186047
88,11,88,1,1200,1,2,6,0.2077922077922078,0.5714285714285714,0.2207792207792208
90,11,90,2,1535,3,2,1,0.2610837438423645,0.1962233169129721,0.5426929392446633
92,11,92,1,1020,1,7,6,0.0,0.5427974947807933,0.4572025052192067
94,11,94,1,1094,1,7,6,0.0,1.0,0.0
96,11,96,1,1646,1,3,2,0.3157431838170625,0.5268249780123131,0.15743183817062445
98,11,98,2,1512,2,1,3,0.2906764168190128,0.2358318098720293,0.473491773308958
0,12,0,0,2842,6,1,4,0.6712250712250712,0.1247863247863248,0.203988603988604
2,12,2,2,1665,7,4,10,0.4360146252285192,0.236745886654479,0.3272394881170018
4,12,4,1,2679,2,10,1,0.2526777020447907,0.5827653359298929,0.16455696202531644
6,12,6,0,2413,2,1,5,0.28732747804266,0.3619824341279799,0.3506900878293601
8,12,8,2,4007,2,4,3,0.3392057330546432,0.07136458644371453,0.5894296805016422
10,12,10,0,3902,3,1,2,0.4338908172925213,0.3900284001262228,0.17608078258125592
12,12,12,1,2863,2,10,6,0.3592989289191821,0.19425511197663092,0.4464459591041869
14,12,14,2,2892,2,3,6,0.13759779107225034,0.6516336861481823,0.21076852277956745
16,12,16,1,2181,2,7,6,0.1115933044017359,0.6168629882207067,0.2715437073775573
18,12,18,2,1786,6,2,7,0.27121212121212124,0.36666666666666653,0.3621212121212121
20,12,20,2,2315,1,5,4,0.3588203167667941,0.446204259967231,0.1949754232659749
22,12,22,1,1592,3,6,4,0.2666068222621185,0.5359066427289049,0.19748653500897667
24,12,24,0,2614,4,2,3,0.35838445807770963,0.4176891615541922,0.22392638036809814
26,12,26,0,2880,10,5,8,0.38067910090865614,0.25729316116690576,0.3620277379244381
28,12,28,0,1462,8,4,2,0.3228941684665227,0.4190064794816415,0.2580993520518359
30,12,30,0,2589,1,2,5,0.6818181818181818,0.2057169634489222,0.11246485473289597
32,12,32,2,1965,2,5,10,0.2673267326732673,0.4646393210749646,0.268033946251768
34,12,34,2,1660,2,4,10,0.1448087431693989,0.3624772313296904,0.4927140255009108
36,12,36,2,1858,2,4,10,0.18928262748487468,0.12100259291270528,0.68971477960242
38,12,38,2,2452,6,5,4,0.338860103626943,0.4134715025906736,0.24766839378238345
40,12,40,1,1832,1,4,2,0.32710978342046304,0.4174757281553398,0.2554144884241972
42,12,42,0,1952,7,6,2,0.32784313725490194,0.3443137254901961,0.32784313725490194
44,12,44,2,1610,7,3,10,0.3921217547000895,0.25067144136078784,0.35720680393912263
46,12,46,2,1401,7,5,10,0.18645833333333334,0.22916666666666666,0.584375
48,12,48,0,1252,10,1,3,0.4156206415620641,0.027894002789400282,0.5564853556485355
50,12,50,1,3460,6,7,4,0.2847543049139017,0.4355312893742125,0.27971440571188577
52,12,52,2,2557,6,1,4,0.2328690807799443,0.4557103064066853,0.3114206128133705
54,12,54,1,1645,1,10,2,0.18311036789297655,0.2834448160535117,0.5334448160535117
56,12,56,0,802,10,2,3,0.4354485776805251,0.3479212253829322,0.21663019693654267
58,12,58,2,1859,1,8,10,0.15927272727272726,0.4203636363636364,0.4203636363636364
60,12,60,0,3656,7,2,1,0.6257095158597663,0.18063439065108516,0.19365609348914856
62,12,62,1,1224,6,10,4,0.301129234629862,0.32496863237139273,0.3739021329987453
64,12,64,1,2624,4,3,2,0.2460238568588469,0.5154075546719682,0.2385685884691849
66,12,66,1,1900,3,4,2,0.12893982808022922,0.7141833810888252,0.15687679083094555
68,12,68,2,1632,3,2,4,0.17163009404388715,0.29780564263322884,0.530564263322884
70,12,70,1,2067,3,4,2,0.13284132841328414,0.6324723247232472,0.23468634686346865
72,12,72,1,2538,1,6,2,0.3982730706961684,0.386400431732326,0.21532649757150565
74,12,74,1,1361,5,10,6,0.3008514664143803,0.4153263954588458,0.2838221381267739
76,12,76,1,2140,5,3,2,0.1247863247863248,0.7504273504273504,0.1247863247863248
78,12,78,2,2419,1,5,4,0.3637284701114488,0.28318135764944274,0.35309017223910844
80,12,80,0,2037,3,7,1,0.1528023598820059,0.6825958702064897,0.16460176991150444
82,12,82,0,787,10,8,3,0.6520787746170679,0.0,0.3479212253829322
84,12,84,0,1313,10,6,1,0.408,0.4777142857142857,0.11428571428571427
86,12,86,2,1694,5,2,10,0.2168850072780204,0.13027656477438138,0.6528384279475983
88,12,88,1,1385,2,7,3,0.3141263940520446,0.4265799256505576,0.2592936802973977
90,12,90,2,1532,8,5,10,0.2725199543899658,0.3865450399087799,0.3409350057012543
92,12,92,0,1298,7,4,2,0.44419642857142855,0.19977678571428573,0.3560267857142857
94,12,94,1,1198,2,10,1,0.6277712952158693,0.14002333722287047,0.2322053675612602
96,12,96,0,1592,10,2,6,0.2322869955156951,0.410762331838565,0.35695067264573993
98,12,98,0,1121,3,4,2,0.37954939341421146,0.3102253032928943,0.3102253032928943
0,13,0,1,2782,1,6,2,0.20692640692640693,0.551948051948052,0.24112554112554116
2,13,2,2,1896,3,4,7,0.15965263861055445,0.42618570474281897,0.4141616566466266
4,13,4,2,2150,2,1,4,0.20467502850627134,0.1476624857468643,0.6476624857468644
6,13,6,2,1882,1,2,4,0.2860215053763441,0.4,0.3139784946236559
8,13,8,2,1998,3,4,2,0.3719059405940594,0.2834158415841584,0.3446782178217821
10,13,10,0,2289,2,3,1,0.4318463444857497,0.4324659231722429,0.13568773234200746
12,13,12,0,1293,5,3,2,0.4796238244514106,0.3333333333333333,0.187042842215256
14,13,14,2,1377,2,1,3,0.20353159851301114,0.22211895910780668,0.5743494423791822
16,13,16,2,1073,1,2,5,0.3612273361227336,0.2217573221757322,0.41701534170153415
18,13,18,0,2250,4,1,3,0.367358708189158,0.1384083044982699,0.4942329873125721
20,13,20,0,1818,4,1,2,0.2432249322493225,0.4051490514905149,0.3516260162601626
22,13,22,1,2434,1,7,5,0.10977443609022557,0.5303258145363409,0.3598997493734336
24,13,24,0,2779,3,1,2,0.2223650385604113,0.512853470437018,0.2647814910025707
26,13,26,2,2099,3,4,7,0.37201166180758016,0.40699708454810496,0.22099125364431488
28,13,28,0,1844,7,1,4,0.33286810886252616,0.4173063503140265,0.2498255408234473
30,13,30,0,1473,7,3,2,0.3992707383773929,0.3637192342752963,0.2370100273473109
32,13,32,2,4406,1,2,3,0.25904228222109016,0.33978604177279675,0.4011716760061131
34,13,34,1,3221,2,1,4,0.304982206405694,0.4256227758007117,0.2693950177935943
36,13,36,0,2591,2,1,3,0.4500230308613542,0.19253800092123446,0.3574389682174113
38,13,38,1,1955,4,3,1,0.4023270055113288,0.3784445805266381,0.21922841396203308
40,13,40,2,1644,1,2,3,0.2901818181818182,0.34763636363636363,0.36218181818181816
42,13,42,1,2439,3,5,1,0.2696741854636591,0.5102756892230577,0.2200501253132832
